CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Credit_Limit,Total_Revolving_Bal,,,,,,,,,,,
789575583,Existing Customer,43,F,2,Uneducated,Unknown,Unknown,Blue,6931,1380,,,,,,,,,,,
712434708,Attrited Customer,52,F,3,High School,Married,Less than $40K,Blue,3302,2517,,,,,,,,,,,
808675083,Existing Customer,61,M,1,Graduate,Single,Unknown,Blue,4235,1675,,,,,,,,,,,
710864358,Existing Customer,51,F,2,Doctorate,Married,Unknown,Blue,6501,0,,,,,,,,,,,
712574583,Existing Customer,34,F,1,Graduate,Single,Unknown,Blue,6376,1322,,,,,,,,,,,
708412758,Attrited Customer,33,F,3,Graduate,Single,Less than $40K,Blue,1457,0,,,,,,,,,,,
714389058,Existing Customer,38,F,3,Unknown,Married,$40K - $60K,Blue,5576,0,,,,,,,,,,,
715767033,Existing Customer,56,F,3,College,Single,Unknown,Blue,1438.3,0,,,,,,,,,,,
779281233,Existing Customer,45,F,3,Graduate,Single,Unknown,Blue,2478,1748,,,,,,,,,,,
717147708,Existing Customer,44,M,2,Uneducated,Divorced,$60K - $80K,Blue,3650,1270,,,,,,,,,,,
715029333,Existing Customer,52,F,2,Unknown,Divorced,Less than $40K,Blue,2111,0,,,,,,,,,,,
806989008,Existing Customer,30,F,0,High School,Single,Unknown,Blue,12917,1157,,,,,,,,,,,
713158083,Attrited Customer,56,M,2,High School,Single,$120K +,Blue,7327,0,,,,,,,,,,,
771037008,Existing Customer,46,M,1,Uneducated,Married,$80K - $120K,Blue,13324,0,,,,,,,,,,,
710587458,Existing Customer,34,M,2,High School,Unknown,$80K - $120K,Blue,11154,1612,,,,,,,,,,,
710563458,Existing Customer,43,F,1,Graduate,Divorced,Unknown,Blue,9535,660,,,,,,,,,,,
720010608,Attrited Customer,37,M,2,Unknown,Single,$40K - $60K,Blue,10226,0,,,,,,,,,,,
710343783,Existing Customer,37,F,5,Unknown,Married,Less than $40K,Blue,2140,0,,,,,,,,,,,
772578858,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,2904,2203,,,,,,,,,,,
708559533,Existing Customer,40,M,1,Uneducated,Married,$80K - $120K,Blue,1770,584,,,,,,,,,,,
711939558,Attrited Customer,37,F,2,Unknown,Single,Less than $40K,Blue,1534,0,,,,,,,,,,,
772143333,Existing Customer,46,F,2,High School,Single,Less than $40K,Blue,2170,1498,,,,,,,,,,,
711067383,Existing Customer,53,M,1,Unknown,Single,$120K +,Blue,10001,0,,,,,,,,,,,
817041408,Existing Customer,56,F,3,High School,Married,Unknown,Blue,4169,1549,,,,,,,,,,,
771942333,Existing Customer,65,M,1,College,Single,Less than $40K,Blue,5363,1309,,,,,,,,,,,
755247108,Existing Customer,50,F,2,Doctorate,Single,Less than $40K,Blue,3206,0,,,,,,,,,,,
715710708,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,18085,747,,,,,,,,,,,
713858733,Existing Customer,61,F,0,Post-Graduate,Married,$40K - $60K,Blue,2566,2164,,,,,,,,,,,
717129333,Existing Customer,35,F,2,Graduate,Married,$40K - $60K,Blue,1438.3,0,,,,,,,,,,,
716924958,Attrited Customer,65,F,2,Graduate,Single,Less than $40K,Blue,6812,1926,,,,,,,,,,,
719614758,Existing Customer,45,F,4,Graduate,Single,$40K - $60K,Blue,2700,1977,,,,,,,,,,,
721537683,Existing Customer,50,F,3,Post-Graduate,Married,Unknown,Blue,5471,1342,,,,,,,,,,,
771500358,Existing Customer,43,F,2,Uneducated,Divorced,Less than $40K,Blue,4332,1313,,,,,,,,,,,
711531858,Attrited Customer,48,F,4,Unknown,Married,Less than $40K,Blue,2447,1267,,,,,,,,,,,
715060158,Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,1783,1282,,,,,,,,,,,
779725833,Existing Customer,42,M,2,Graduate,Single,$60K - $80K,Blue,11761,1775,,,,,,,,,,,
716592558,Existing Customer,52,F,1,High School,Single,Less than $40K,Blue,2340,1101,,,,,,,,,,,
771020133,Existing Customer,45,F,5,Uneducated,Single,Less than $40K,Blue,2859,1776,,,,,,,,,,,
709153008,Existing Customer,37,M,3,High School,Married,$40K - $60K,Blue,2523,2481,,,,,,,,,,,
713394858,Existing Customer,48,M,2,Post-Graduate,Married,$40K - $60K,Blue,4776,0,,,,,,,,,,,
721175283,Existing Customer,59,F,1,Graduate,Married,Less than $40K,Blue,2697,1410,,,,,,,,,,,
715503558,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,3542,2417,,,,,,,,,,,
819943458,Attrited Customer,57,M,3,Graduate,Single,$120K +,Blue,34516,1000,,,,,,,,,,,
717094758,Existing Customer,40,F,4,Post-Graduate,Married,Unknown,Blue,8823,0,,,,,,,,,,,
772073508,Attrited Customer,52,F,1,College,Single,Less than $40K,Blue,1764,0,,,,,,,,,,,
721351983,Attrited Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,3492,2517,,,,,,,,,,,
714477408,Attrited Customer,36,F,3,High School,Married,Less than $40K,Blue,2977,1340,,,,,,,,,,,
718471758,Existing Customer,49,M,4,Doctorate,Single,$60K - $80K,Silver,30976,2051,,,,,,,,,,,
711607833,Existing Customer,43,M,5,High School,Married,$60K - $80K,Blue,2810,2384,,,,,,,,,,,
708621408,Existing Customer,39,F,1,Unknown,Single,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
719277033,Existing Customer,44,M,3,High School,Single,$40K - $60K,Blue,8997,708,,,,,,,,,,,
813905508,Existing Customer,57,F,3,Uneducated,Single,Less than $40K,Blue,2002,1188,,,,,,,,,,,
719761458,Existing Customer,55,M,4,Post-Graduate,Single,$60K - $80K,Blue,4998,1626,,,,,,,,,,,
708222558,Existing Customer,37,F,2,Post-Graduate,Married,Less than $40K,Blue,2310,1513,,,,,,,,,,,
713937558,Existing Customer,54,F,2,High School,Married,$40K - $60K,Blue,3892,0,,,,,,,,,,,
709603608,Existing Customer,34,M,3,Uneducated,Married,$60K - $80K,Blue,2345,1643,,,,,,,,,,,
804661083,Existing Customer,50,M,0,Graduate,Single,$80K - $120K,Blue,2135,1506,,,,,,,,,,,
720977358,Existing Customer,50,F,2,Unknown,Single,Less than $40K,Blue,2528,1689,,,,,,,,,,,
718420308,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,3397,1658,,,,,,,,,,,
714046608,Existing Customer,49,M,0,Doctorate,Married,$60K - $80K,Blue,19719,1395,,,,,,,,,,,
718048608,Existing Customer,41,F,3,Graduate,Married,Unknown,Blue,15292,1325,,,,,,,,,,,
718497033,Existing Customer,52,M,1,High School,Married,$120K +,Blue,31733,0,,,,,,,,,,,
711801933,Attrited Customer,54,F,4,High School,Single,$40K - $60K,Blue,1438.3,0,,,,,,,,,,,
716282208,Attrited Customer,54,F,2,Post-Graduate,Married,Less than $40K,Blue,1638,0,,,,,,,,,,,
789076083,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,2775,1475,,,,,,,,,,,
714045783,Attrited Customer,37,F,2,Graduate,Married,$40K - $60K,Blue,2547,1965,,,,,,,,,,,
769720683,Existing Customer,50,F,1,Graduate,Married,Unknown,Blue,5708,1884,,,,,,,,,,,
721092783,Existing Customer,46,M,3,Graduate,Married,$80K - $120K,Blue,19838,1290,,,,,,,,,,,
720243933,Attrited Customer,47,M,2,Uneducated,Married,$60K - $80K,Blue,1789,0,,,,,,,,,,,
818502708,Existing Customer,51,F,1,Uneducated,Single,$40K - $60K,Blue,2284,1674,,,,,,,,,,,
712942308,Existing Customer,42,M,3,Doctorate,Single,$60K - $80K,Blue,11535,1527,,,,,,,,,,,
714262533,Existing Customer,28,F,0,Unknown,Married,Unknown,Blue,3524,1306,,,,,,,,,,,
714708183,Existing Customer,58,M,2,High School,Single,$60K - $80K,Silver,30186,0,,,,,,,,,,,
718285308,Existing Customer,44,F,1,Unknown,Single,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
720595083,Existing Customer,40,F,3,Unknown,Married,Less than $40K,Blue,1620,1278,,,,,,,,,,,
787501758,Existing Customer,51,F,3,High School,Single,Less than $40K,Blue,4038,1237,,,,,,,,,,,
714990633,Existing Customer,56,M,4,Graduate,Single,$80K - $120K,Blue,2078,1696,,,,,,,,,,,
714652383,Existing Customer,51,F,4,Graduate,Married,Less than $40K,Blue,1571,0,,,,,,,,,,,
788776008,Existing Customer,43,M,3,College,Married,$80K - $120K,Blue,4726,1161,,,,,,,,,,,
709176108,Existing Customer,56,F,4,Post-Graduate,Unknown,Less than $40K,Blue,4604,621,,,,,,,,,,,
719354433,Existing Customer,48,M,1,College,Single,$80K - $120K,Silver,34516,1629,,,,,,,,,,,
709368483,Existing Customer,56,M,2,Graduate,Married,$40K - $60K,Blue,1438.3,0,,,,,,,,,,,
717621333,Existing Customer,48,F,3,Unknown,Divorced,Less than $40K,Blue,2680,1871,,,,,,,,,,,
716272158,Attrited Customer,41,F,3,College,Married,$40K - $60K,Blue,4312,2517,,,,,,,,,,,
803355408,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,2205,1659,,,,,,,,,,,
717073308,Existing Customer,44,F,3,College,Married,Less than $40K,Blue,2679,727,,,,,,,,,,,
789105183,Existing Customer,54,M,3,Post-Graduate,Single,$80K - $120K,Silver,34516,2488,,,,,,,,,,,
721305408,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,3378,0,,,,,,,,,,,
715739733,Existing Customer,34,M,1,High School,Single,$40K - $60K,Blue,1793,1141,,,,,,,,,,,
779217333,Existing Customer,59,F,0,Graduate,Divorced,Less than $40K,Blue,2228,1502,,,,,,,,,,,
712133508,Existing Customer,41,F,3,College,Single,$40K - $60K,Blue,2577,1582,,,,,,,,,,,
714602658,Attrited Customer,39,F,1,Graduate,Married,Less than $40K,Blue,1462,0,,,,,,,,,,,
712446783,Attrited Customer,50,F,4,Graduate,Married,Less than $40K,Blue,4038,1530,,,,,,,,,,,
720049083,Attrited Customer,35,F,1,Unknown,Divorced,Unknown,Blue,1438.3,0,,,,,,,,,,,
824172258,Existing Customer,34,F,2,Unknown,Divorced,Less than $40K,Blue,4408,1510,,,,,,,,,,,
717695058,Existing Customer,46,F,5,High School,Married,Unknown,Blue,4163,0,,,,,,,,,,,
719782458,Existing Customer,49,F,1,Graduate,Married,$40K - $60K,Blue,7201,1992,,,,,,,,,,,
718141983,Existing Customer,49,M,0,High School,Single,$80K - $120K,Blue,1883,1295,,,,,,,,,,,
718853358,Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,3308,2517,,,,,,,,,,,
772539558,Existing Customer,65,F,0,College,Single,Less than $40K,Blue,2022,0,,,,,,,,,,,
817094283,Existing Customer,43,F,5,Graduate,Married,Less than $40K,Blue,8597,903,,,,,,,,,,,
716932308,Existing Customer,38,F,2,College,Married,Unknown,Blue,4693,634,,,,,,,,,,,
714738858,Existing Customer,52,F,1,Graduate,Unknown,Less than $40K,Blue,2873,1714,,,,,,,,,,,
772409733,Existing Customer,39,F,3,High School,Divorced,$40K - $60K,Blue,3400,2307,,,,,,,,,,,
717534108,Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,2405,1410,,,,,,,,,,,
816378033,Attrited Customer,46,M,4,Uneducated,Single,$80K - $120K,Gold,34516,1104,,,,,,,,,,,
790141308,Existing Customer,44,M,2,College,Married,$80K - $120K,Blue,8241,0,,,,,,,,,,,
710770383,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,1438.3,582,,,,,,,,,,,
711351108,Existing Customer,44,F,3,High School,Unknown,Less than $40K,Blue,2608,1804,,,,,,,,,,,
713744058,Existing Customer,41,F,3,High School,Married,Less than $40K,Blue,2359,1509,,,,,,,,,,,
708998583,Existing Customer,47,F,4,Post-Graduate,Married,Less than $40K,Blue,1790,0,,,,,,,,,,,
827451333,Attrited Customer,54,F,2,Uneducated,Married,Less than $40K,Blue,2247,0,,,,,,,,,,,
714228558,Existing Customer,40,M,3,High School,Single,$80K - $120K,Blue,3624,0,,,,,,,,,,,
797668983,Existing Customer,42,F,4,Graduate,Married,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
713023158,Existing Customer,39,F,2,College,Married,$40K - $60K,Blue,2901,2143,,,,,,,,,,,
709982658,Existing Customer,41,F,2,College,Married,Less than $40K,Blue,9759,2038,,,,,,,,,,,
715398858,Existing Customer,57,F,3,Post-Graduate,Married,Less than $40K,Blue,2525,1203,,,,,,,,,,,
715615233,Existing Customer,60,F,1,High School,Divorced,Less than $40K,Blue,2737,1812,,,,,,,,,,,
710650608,Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue,19262,1480,,,,,,,,,,,
803214108,Existing Customer,33,F,0,High School,Single,Unknown,Blue,2252,1826,,,,,,,,,,,
717202083,Attrited Customer,46,M,2,Unknown,Single,$80K - $120K,Blue,7077,0,,,,,,,,,,,
719051733,Existing Customer,63,M,0,College,Single,$60K - $80K,Blue,2706,889,,,,,,,,,,,
789900633,Existing Customer,49,F,2,High School,Married,$40K - $60K,Blue,3263,1522,,,,,,,,,,,
789122808,Attrited Customer,41,F,4,College,Married,$40K - $60K,Blue,3281,0,,,,,,,,,,,
709902108,Existing Customer,51,M,2,High School,Married,$80K - $120K,Blue,8169,794,,,,,,,,,,,
713666058,Existing Customer,46,F,5,College,Divorced,$40K - $60K,Blue,3276,1915,,,,,,,,,,,
711453783,Existing Customer,41,F,3,Unknown,Single,Less than $40K,Blue,1966,1452,,,,,,,,,,,
778936008,Existing Customer,46,F,4,High School,Married,Unknown,Blue,5869,0,,,,,,,,,,,
708085458,Existing Customer,34,F,2,Uneducated,Single,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
749067633,Existing Customer,45,F,2,Unknown,Married,Less than $40K,Blue,3682,0,,,,,,,,,,,
716170308,Existing Customer,27,F,0,Graduate,Divorced,Unknown,Blue,13439,2003,,,,,,,,,,,
711507783,Attrited Customer,54,F,2,Doctorate,Single,Less than $40K,Blue,1694,0,,,,,,,,,,,
819752133,Existing Customer,41,M,2,High School,Divorced,$80K - $120K,Blue,1636,986,,,,,,,,,,,
711061908,Existing Customer,48,F,1,Graduate,Married,Less than $40K,Blue,1449,749,,,,,,,,,,,
744231708,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,1513,788,,,,,,,,,,,
716856408,Attrited Customer,39,F,4,Graduate,Single,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
711780108,Existing Customer,46,F,4,Doctorate,Divorced,Less than $40K,Blue,4120,1578,,,,,,,,,,,
715178733,Existing Customer,47,F,2,Unknown,Single,Less than $40K,Blue,2289,1611,,,,,,,,,,,
721418133,Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,2016,972,,,,,,,,,,,
720124758,Attrited Customer,49,M,3,Uneducated,Married,$80K - $120K,Blue,2509,450,,,,,,,,,,,
809068983,Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue,3511,0,,,,,,,,,,,
711052308,Existing Customer,45,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,2751,2432,,,,,,,,,,,
718967433,Existing Customer,34,F,2,High School,Divorced,Less than $40K,Blue,2426,0,,,,,,,,,,,
709827933,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,12230,1196,,,,,,,,,,,
787568433,Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Blue,7328,936,,,,,,,,,,,
720256158,Existing Customer,47,F,2,High School,Married,Unknown,Blue,2264,0,,,,,,,,,,,
715435758,Existing Customer,42,M,2,Graduate,Single,$80K - $120K,Blue,3046,1231,,,,,,,,,,,
719505483,Existing Customer,51,F,0,Uneducated,Married,Unknown,Blue,5881,0,,,,,,,,,,,
721247883,Existing Customer,52,M,2,College,Married,$80K - $120K,Blue,16207,922,,,,,,,,,,,
772220433,Existing Customer,44,M,3,College,Unknown,$60K - $80K,Blue,15468,1187,,,,,,,,,,,
789692283,Existing Customer,47,F,5,College,Single,Less than $40K,Blue,5950,0,,,,,,,,,,,
815091333,Existing Customer,48,F,3,Unknown,Married,Less than $40K,Blue,3119,2196,,,,,,,,,,,
778732158,Existing Customer,50,F,3,Uneducated,Unknown,Unknown,Blue,1507,0,,,,,,,,,,,
715129233,Existing Customer,51,F,4,High School,Single,Less than $40K,Blue,2902,1634,,,,,,,,,,,
714083208,Existing Customer,47,F,3,College,Married,Less than $40K,Blue,1585,1304,,,,,,,,,,,
716559108,Existing Customer,47,F,1,High School,Single,Less than $40K,Blue,2899,2418,,,,,,,,,,,
715102308,Existing Customer,50,F,2,Unknown,Married,$40K - $60K,Blue,2295,1277,,,,,,,,,,,
768814983,Existing Customer,39,F,2,Unknown,Married,Less than $40K,Blue,3251,1937,,,,,,,,,,,
788744058,Existing Customer,48,F,2,High School,Married,Unknown,Blue,4009,1361,,,,,,,,,,,
782802033,Attrited Customer,45,F,4,Unknown,Married,Less than $40K,Blue,3411,1472,,,,,,,,,,,
708499608,Existing Customer,49,M,5,Post-Graduate,Single,$40K - $60K,Silver,15525,1299,,,,,,,,,,,
794947683,Existing Customer,35,F,4,Graduate,Single,Less than $40K,Blue,2118,1189,,,,,,,,,,,
716442333,Existing Customer,34,F,3,Graduate,Married,$40K - $60K,Blue,2275,1468,,,,,,,,,,,
772189308,Existing Customer,59,F,1,College,Single,Less than $40K,Blue,2601,1888,,,,,,,,,,,
721529583,Existing Customer,52,M,3,High School,Single,$80K - $120K,Blue,4642,2413,,,,,,,,,,,
713578608,Existing Customer,58,M,0,Doctorate,Single,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
718976283,Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,1858,1071,,,,,,,,,,,
711505308,Existing Customer,59,F,1,Graduate,Single,Less than $40K,Blue,2636,1619,,,,,,,,,,,
711131958,Existing Customer,50,F,3,Doctorate,Single,$40K - $60K,Blue,3743,881,,,,,,,,,,,
714687858,Existing Customer,49,F,1,Graduate,Single,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
780289308,Attrited Customer,61,F,0,High School,Married,Less than $40K,Blue,4130,0,,,,,,,,,,,
708504783,Existing Customer,47,M,3,Uneducated,Unknown,$40K - $60K,Blue,10960,1333,,,,,,,,,,,
778857108,Existing Customer,52,F,3,Post-Graduate,Married,$40K - $60K,Blue,3900,0,,,,,,,,,,,
756598833,Existing Customer,38,M,1,Uneducated,Married,Less than $40K,Blue,6236,1204,,,,,,,,,,,
718748133,Existing Customer,34,F,3,Graduate,Single,Unknown,Blue,2591,0,,,,,,,,,,,
714503433,Attrited Customer,57,F,2,Doctorate,Married,Less than $40K,Blue,1615,950,,,,,,,,,,,
710869008,Existing Customer,47,F,3,Graduate,Single,Unknown,Blue,8332,0,,,,,,,,,,,
779643858,Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue,2033,1037,,,,,,,,,,,
715250583,Existing Customer,55,M,2,Unknown,Single,$80K - $120K,Blue,8082,1138,,,,,,,,,,,
714396558,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,1511,0,,,,,,,,,,,
752766783,Existing Customer,43,F,4,Graduate,Divorced,Unknown,Blue,11536,2074,,,,,,,,,,,
715532208,Existing Customer,65,F,1,High School,Single,Less than $40K,Blue,4010,1504,,,,,,,,,,,
719130558,Existing Customer,55,F,2,Uneducated,Married,Less than $40K,Blue,1669,1000,,,,,,,,,,,
806232408,Existing Customer,54,F,3,Graduate,Married,Unknown,Blue,11905,0,,,,,,,,,,,
715497558,Attrited Customer,44,F,1,College,Married,Less than $40K,Blue,3052,0,,,,,,,,,,,
716303583,Existing Customer,55,F,2,Graduate,Unknown,Less than $40K,Blue,2712,1617,,,,,,,,,,,
713522058,Existing Customer,39,F,0,College,Married,Less than $40K,Blue,1978,871,,,,,,,,,,,
719074308,Existing Customer,37,F,3,College,Married,Less than $40K,Blue,1438.3,687,,,,,,,,,,,
711881733,Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue,1606,0,,,,,,,,,,,
710310108,Existing Customer,46,F,1,Doctorate,Married,Less than $40K,Blue,2406,1705,,,,,,,,,,,
715814433,Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,5877,1160,,,,,,,,,,,
717252483,Attrited Customer,57,F,2,Graduate,Married,Less than $40K,Blue,2796,0,,,,,,,,,,,
770874483,Existing Customer,54,F,1,Post-Graduate,Married,Unknown,Blue,2876,1267,,,,,,,,,,,
719742108,Attrited Customer,38,F,1,High School,Single,Less than $40K,Blue,3554,0,,,,,,,,,,,
711064008,Existing Customer,48,F,2,Unknown,Single,Less than $40K,Blue,9505,2390,,,,,,,,,,,
717208833,Attrited Customer,34,F,3,High School,Single,Less than $40K,Blue,1576,0,,,,,,,,,,,
709022883,Existing Customer,44,F,4,College,Married,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
713653983,Existing Customer,39,M,3,Uneducated,Single,$60K - $80K,Blue,2973,1136,,,,,,,,,,,
713463708,Attrited Customer,40,F,4,Graduate,Single,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
789143283,Existing Customer,41,F,1,Uneducated,Single,Unknown,Blue,5647,1175,,,,,,,,,,,
778550583,Existing Customer,43,F,1,High School,Unknown,$40K - $60K,Blue,1766,0,,,,,,,,,,,
711181608,Existing Customer,50,F,2,Graduate,Unknown,Less than $40K,Blue,1606,0,,,,,,,,,,,
711790308,Attrited Customer,54,F,0,High School,Unknown,Less than $40K,Blue,2223,632,,,,,,,,,,,
779791908,Existing Customer,47,F,4,Post-Graduate,Single,$40K - $60K,Blue,2896,0,,,,,,,,,,,
789515283,Existing Customer,51,M,3,Graduate,Married,$60K - $80K,Blue,2157,1494,,,,,,,,,,,
712046808,Attrited Customer,49,F,3,Doctorate,Divorced,Unknown,Blue,3802,1558,,,,,,,,,,,
712169883,Existing Customer,43,M,1,College,Married,$60K - $80K,Blue,13840,1079,,,,,,,,,,,
712637283,Existing Customer,36,F,2,Unknown,Unknown,Less than $40K,Blue,2169,1602,,,,,,,,,,,
715555833,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,4862,0,,,,,,,,,,,
708712833,Existing Customer,45,F,5,Graduate,Married,Less than $40K,Blue,2289,1037,,,,,,,,,,,
717841683,Existing Customer,49,M,3,Unknown,Married,$60K - $80K,Blue,22651,1085,,,,,,,,,,,
708689958,Existing Customer,48,F,4,Unknown,Unknown,Less than $40K,Blue,2406,1744,,,,,,,,,,,
708888633,Attrited Customer,52,M,3,Doctorate,Married,$80K - $120K,Blue,3022,895,,,,,,,,,,,
721012983,Existing Customer,46,M,3,Doctorate,Married,$80K - $120K,Blue,12935,1417,,,,,,,,,,,
812406183,Attrited Customer,45,F,4,Unknown,Single,Less than $40K,Blue,1438.3,0,,,,,,,,,,,
714595983,Attrited Customer,49,F,1,Uneducated,Married,$40K - $60K,Blue,1438.3,522,,,,,,,,,,,
715725858,Existing Customer,43,F,3,Post-Graduate,Single,Less than $40K,Blue,2256,1346,,,,,,,,,,,
720270633,Attrited Customer,40,F,3,Graduate,Single,Less than $40K,Blue,1516,0,,,,,,,,,,,
720269283,Existing Customer,48,F,3,Unknown,Unknown,$40K - $60K,Blue,2485,1651,,,,,,,,,,,
710142258,Existing Customer,53,F,2,Unknown,Single,Less than $40K,Blue,1820,909,,,,,,,,,,,
708525108,Existing Customer,54,F,2,Graduate,Married,Unknown,Blue,2156,1134,,,,,,,,,,,
709621008,Existing Customer,48,M,5,Post-Graduate,Single,$60K - $80K,Blue,5826,1482,,,,,,,,,,,
717181833,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Silver,10190,891,,,,,,,,,,,
711288558,Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,2035,1174,,,,,,,,,,,
718653333,Attrited Customer,45,F,2,College,Single,Less than $40K,Blue,1833,0,,,,,,,,,,,
766628733,Existing Customer,56,M,3,Uneducated,Single,$60K - $80K,Blue,1623,0,,,,,,,,,,,
711724083,Attrited Customer,27,F,0,Unknown,Single,Less than $40K,Blue,1835,1647,,,,,,,,,,,
719690733,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,4490,1989,,,,,,,,,,,
770783508,Existing Customer,48,M,3,Graduate,Divorced,$60K - $80K,Blue,11062,0,,,,,,,,,,,
713422083,Attrited Customer,30,F,0,Graduate,Single,Less than $40K,Blue,1574,0,,,,,,,,,,,
718026858,Existing Customer,52,F,2,College,Single,Less than $40K,Blue,2370,1490,,,,,,,,,,,
716028108,Existing Customer,35,F,2,College,Single,Less than $40K,Blue,2658,0,,,,,,,,,,,
712222758,Attrited Customer,38,F,3,Graduate,Married,Less than $40K,Blue,2300,0,,,,,,,,,,,
718436133,Existing Customer,44,F,2,Graduate,Single,Less than $40K,Blue,2368,1244,,,,,,,,,,,
719313633,Existing Customer,53,F,0,High School,Married,$40K - $60K,Blue,2883,1936,,,,,,,,,,,
814586958,Existing Customer,43,F,2,College,Divorced,Unknown,Blue,3264,2042,,,,,,,,,,,
804344733,Existing Customer,46,F,3,Unknown,Single,Less than $40K,Blue,1937,916,,,,,,,,,,,
717166383,Existing Customer,40,F,4,Unknown,Married,$40K - $60K,Blue,2166,1465,,,,,,,,,,,
713060283,Existing Customer,43,F,5,Graduate,Married,$40K - $60K,Blue,7135,1164,,,,,,,,,,,
713070033,Existing Customer,56,F,2,Graduate,Single,Less than $40K,Blue,1438.3,787,,,,,,,,,,,
793625583,Existing Customer,48,F,3,High School,Single,$40K - $60K,Blue,3743,2090,,,,,,,,,,,
713918358,Existing Customer,31,F,0,Uneducated,Divorced,Unknown,Blue,5190,1682,,,,,,,,,,,
714308283,Existing Customer,41,M,2,Doctorate,Married,$40K - $60K,Blue,6059,1171,,,,,,,,,,,
714086133,Existing Customer,47,F,4,Uneducated,Single,Less than $40K,Blue,2577,1450,,,,,,,,,,,
718872858,Existing Customer,43,F,2,High School,Married,Less than $40K,Blue,3761,2121,,,,,,,,,,,
718148358,Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,1572,0,,,,,,,,,,,
709665783,Existing Customer,39,F,1,Unknown,Married,$40K - $60K,Blue,1637,0,,,,,,,,,,,
708483708,Existing Customer,51,M,2,Unknown,Married,$120K +,Blue,28600,0,,,,,,,,,,,
715347783,Existing Customer,40,M,4,High School,Married,Less than $40K,Blue,4402,1524,,,,,,,,,,,
709054083,Existing Customer,50,F,1,Graduate,Unknown,Less than $40K,Blue,2652,1911,,,,,,,,,,,
807915408,Existing Customer,41,F,2,College,Married,$40K - $60K,Blue,6602,0,,,,,,,,,,,
794507133,Attrited Customer,37,F,2,Doctorate,Single,$40K - $60K,Blue,1900,0,,,,,,,,,,,
712569408,Existing Customer,56,F,4,Doctorate,Single,$40K - $60K,Blue,3455,1385,,,,,,,,,,,
788805108,Existing Customer,47,M,3,High School,Single,$60K - $80K,Blue,18123,1775,,,,,,,,,,,
710150208,Existing Customer,44,F,4,Post-Graduate,Divorced,Less than $40K,Blue,2295,1250,,,,,,,,,,,
711825558,Existing Customer,38,M,3,Graduate,Married,$80K - $120K,Blue,1518,1115,,,,,,,,,,,
712891833,Existing Customer,45,F,2,Graduate,Unknown,Less than $40K,Blue,2723,1902,,,,,,,,,,,
719680908,Existing Customer,47,F,0,College,Married,Less than $40K,Blue,1776,691,,,,,,,,,,,
801053208,Existing Customer,39,F,3,High School,Married,Less than $40K,Blue,1968,1270,,,,,,,,,,,
758642733,Existing Customer,48,F,1,Graduate,Single,Less than $40K,Blue,1860,1054,,,,,,,,,,,
771201408,Existing Customer,53,F,3,Graduate,Divorced,Less than $40K,Blue,2684,2126,,,,,,,,,,,
789523683,Existing Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,2180,1865,,,,,,,,,,,
767266758,Attrited Customer,41,F,2,High School,Single,Less than $40K,Blue,1661,0,,,,,,,,,,,
